company_id,company_name,trade_name,industry,sector,categories,company_status,company_type,address,postal_code,city,country,state,foundation_year,registration_date,website,rank,market_cap_or_valuation,number_of_employees,ceo,founder,assets,profit_or_net_income,revenue,total_funding_raised,share_price,change_1_day,change_1_year,debts,phone,sic_code,emtak_code,nace_code,facebook,twitter,pinterest,instagram,investors,region,notes_or_description,modified
2538 | 4518,criminal justice information center alabama,,,,,,,201 s union st ste 300,361044369,montgomery,united states,alabama(al),,,https://www.info-clipper.com/en/company/united-states/criminal-justice-information-center-alabama.usd12pe0.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
229 | 3917,croda europe,,,,,,,cowick hall snaith,dn14 9aa,goole,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/croda-europe-limited.gbd3h1xd9.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
233 | 3920,croda international public,croda,,,,,,cowick hall snaith,dn14 9aa,goole,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/croda-international-public-limited-company.gbd3ignen.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
3923 | 237,croda investments no 3,,,,,,,cowick hall snaith,dn14 9aa,goole,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/croda-investments-no-3-limited.gbd3nrmcs.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1063 | 3839,crown,crown partnership,,,,,,the maltings norton heath,cm4 0lq,ingatestone,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/crown-holdings-limited.gbd3ndc38.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
3836 | 1060,crown packaging manufacturing uk,crown,,,,,,borland avenue,ca1 2tl,carlisle,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/crown-packaging-manufacturing-uk-limited.gbd3o6zn1.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,bch electric | cs electric,,electrical equipment,electrical equipment,,,private,,,delhi/ncr,india,,1965 (58 yrs old) | 1966 (57 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,cshg real estate - fundo de investimento imobiliario - fii | cshg jhsf prime offices fundo de investimento imobiliario | cshg renda urbana fundo investimento imobilirio - fii | cshg logistica - fundo de investimento imobiliario,,,,,,,,,sao paulo,brazil,,,,https://disfold.com/company/cshg-real-estate-fundo-de-investimento-imobiliario-fii/ | https://disfold.com/company/cshg-renda-urbana-fundo-investimento-imobilirio-fii/ | https://disfold.com/company/cshg-logistica-fundo-de-investimento-imobiliario/ | https://disfold.com/company/cshg-jhsf-prime-offices-fundo-de-investimento-imobiliario/,,r$3.05 billion | not found | r$1.50 billion,not found,not found,,,,,,,,,,,,,,,,,,,,,True
,bsr real estate investment trust | ct real estate investment trust,,,,,,,,,toronto,canada,,,,https://disfold.com/company/bsr-reit/ | https://disfold.com/company/ct-reit/,,c$809.7 million | c$4.13 billion,58 | 250,mr. daniel m. oberste | mr. kenneth silver,,,,,,,,,,,,,,,,,,,,,True
4201 | 1408,cuadrilla resources,,,,,,,3000 aviator way manchester business park,m22 5tg,manchester,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cuadrilla-resources-limited.gbd3hnfc9.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1894 | 3820,cultech,,,,,,,3500 hadley rd,070801152 | 70801152,south plainfield,united states,new jersey(nj),,,https://www.info-clipper.com/en/company/united-states/cultech-inc.usdu0f26.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,cummins careers | cummins,,automobile | automotive,automobile | automotive,,,,,,columbus,united states (usa) | in,,1962 (61 yrs old) | 1919.0,, | www.cummins.com,,," | 10,000+ employees",,,,,,,,,,,,,,,,,,,,,,True
4230 | 2283,current lighting,,,,,,,25825 science park dr,441227323,beachwood,united states,ohio(oh),,,https://www.info-clipper.com/en/company/united-states/current-lighting-solutions-llc.usd1e132n.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4288 | 73,cvc advisers,,,,,,,111 strand,wc2r 0ag,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/cvc-advisers-limited.gbdc5dfag.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2280 | 4227,cvc advisors (u.s.),,,,,,,712 5th ave fl 43,100194108,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/cvc-advisors-inc.usde8nmp7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2190 | 4134,cwgs enterprises,camping world,,,,,,"250 pkwy dr, ste 270",600694346,lincolnshire,united states,illinois(il),,,https://www.info-clipper.com/en/company/united-states/cwgs-enterprises-llc.usd1bqfch.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,cse global | cwx global,,,,,,,,,singapore,singapore,,,,https://disfold.com/company/cse-global-ltd/ | https://disfold.com/company/cwx-global-ltd/,,s$11.7 million | s$243.4 million,"not found | 1,400",mr. boon kheng lim | mr. kee chai pang,,,,,,,,,,,,,,,,,,,,,True
3784 | 1864,cynosure,smartlipo,,,,,,5 carlisle rd,18863601 | 018863601,westford,united states,massachusetts(ma),,,https://www.info-clipper.com/en/company/united-states/cynosure-llc.usdcwkx8s.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1562 | 3323,cytec carbon fibers,,,,,,,2085 e technology cir st 102,852841811,tempe,united states,arizona(az),,,https://www.info-clipper.com/en/company/united-states/cytec-carbon-fibers-llc.usdd2q73m.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1747 | 3590,cz-usa,,,,,,,3341 n 7th st trfy,661151107,kansas city,united states,kansas(ks),,,https://www.info-clipper.com/en/company/united-states/cz-usa.usd10b4pf.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,akdeniz yatirim a.s | dagi yatirim a.s,,,,,,,,,istanbul,turkey,,,,https://disfold.com/company/akdeniz-yatirim-holding-as/ | https://disfold.com/company/dagi-yatirim-holding-as/,,₺222.1 million | ₺130.2 million,55 | 5,not found,,,,,,,,,,,,,,,,,,,,,True
,dah sing banking | dah sing financial,,,,,,,,,wan chai,hong kong,,,,https://disfold.com/company/dah-sing-banking-group-ltd/ | https://disfold.com/company/dah-sing-financial-holdings-ltd/,,hk$7.82 billion | hk$9.73 billion,"2,941 | 3,079",mr. hon-hing wong,,,,,,,,,,,,,,,,,,,,,True
,daikin | daiki aluminium industry,,,,,,,,,osaka,japan,,,,https://disfold.com/company/daikin-industriesltd/ | https://disfold.com/company/daiki-aluminium-industry-co-ltd/,,¥61.53 billion | ¥6.809 trillion,"1,187 | 84,870",mr. masanori togawa | not found,,,,,,,,,,,,,,,,,,,,,True
,daiwa securities living investment | daiwa office investment | daiwa securities | daiwa house reit investment,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/daiwa-securities-group-inc/ | https://disfold.com/company/daiwa-house-reit-investment-corp/ | https://disfold.com/company/daiwa-securities-living-investment-corp/ | https://disfold.com/company/daiwa-office-investment-corp/,,¥732.38 billion | ¥1.086 trillion | ¥369.14 billion | ¥241.02 billion,"15,096 | not found",mr. seiji nakata | mr. yutaka higashino | mr. koichi tsuchida | not found,,,,,,,,,,,,,,,,,,,,,True
3361 | 18,dalmata,,,,,,,via delle nazioni unite 4,43044,collecchio,italy,italy,,,https://www.info-clipper.com/en/company/italy/dalmata-spa.itd77hhiw.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,dangote cement | dangote,,building material,building material,,, | public,,,lagos,nigeria,,1978 (45 yrs old) | 1981 (42 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
791 | 3580,daniela y,,,,,,,via di san nicola de cesarini 3,00186 | 186,roma,italy,italy,,,https://www.info-clipper.com/en/company/italy/daniela-y-srl.itd77j9w7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,darfon electronics | action electronics | dynamic electronics,,,,,,,,,taoyuan city,taiwan,,,,https://disfold.com/company/darfon-electronics-corp/ | https://disfold.com/company/dynamic-electronics-co-ltd/ | https://disfold.com/company/action-electronics-co-ltd/,,tw$6.59 billion | tw$13.83 billion | tw$3.66 billion,not found,mr. kai-chien su | not found | mr. ken huang,,,,,,,,,,,,,,,,,,,,,True
4114 | 2170,dash financial technologies,,,,,,,311 s wacker dr ste 1000,606066699,chicago,united states,illinois(il),,,https://www.info-clipper.com/en/company/united-states/dash-financial-technologies-llc.usd1xh6kh.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4358 | 1490 | 3026,dynata italy | data 4 italy,,,,,,,piazza eleonora duse 2 | via spadari 7/9,20123 | 20122,milano,italy,italy,,,https://www.info-clipper.com/en/company/italy/data-4-services-italy-spa.itd76ombu.html | https://www.info-clipper.com/en/company/italy/dynata-italy-srl.itd74n8zd.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1184 | 4050,data flow,,,,,,,via luigi natale vernazzi 26/a,43122,parma,italy,italy,,,https://www.info-clipper.com/en/company/italy/data-flow-srl.itdau8i05.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,datamatics financial | datamatics global,,it services & consulting,it services & consulting,,,private | public,,,mumbai,india,,1975 (48 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
,dataiku | dataminr,,artificial intelligence,artificial intelligence,,,,,,new york,united states,united states,2009.0 | 2013.0,12/4/2019 | 6/4/2018,,,$4.1b | $3.7b,,,,,,,$846.6m | $1.044b,,,,,,,,,,,,,"alven capital, firstmark capital, capitalg | venrock, institutional venture partners, goldman sachs",,series f,False
,dav public school | army public school,,education & training,education & training,,,private,,,delhi/ncr,india,,1886 (137 yrs old) | 1974 (49 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
2141 | 2138,day lewis | day lewis medical, | day lewis,,,,,,2 peterwood way,cr0 4uq,croydon,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/day-lewis-medical-limited.gbd4vuwnx.html | https://www.info-clipper.com/en/company/united-kingdom/day-lewis-plc.gbd3lf8bq.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
1042 | 3815,db cargo (uk),,,,,,,310 goswell road,ec1v 7lw,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/db-cargo-holdings-limited.gbd84tczm.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
728 | 3496,dba pro.,,,,,,,via gian giacomo felissent 20/d,31020,villorba,italy,italy,,,https://www.info-clipper.com/en/company/italy/dba-pro-spa.itd5lj15q.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3307 | 1556,ddi-asia/pacific international,,,,,,,1225 washington pike,150172825,bridgeville,united states,pennsylvania(pa),,,https://www.info-clipper.com/en/company/united-states/ddi-asiapacific-international-ltd.usd1amt8b.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4037 | 1246,de agostini uk,,,,,,,c/o rwk goodman llp 69 carter lane,ec4v 5eq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/de-agostini-uk-limited.gbd3hkrr2.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
331 | 3477,dealum,,,,,,,raekoja plats 16,51004,"tartu, tartu",estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/dealum-ou.eed6047k4.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
1915 | 3844,delaware capital,,,,,,,501 silverside rd ste 5,198091375,wilmington,united states,delaware(de),,,https://www.info-clipper.com/en/company/united-states/delaware-capital-holdings-inc.usd37zoo7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4330 | 97 | 4327 | 101,deloitte mcs | deloitte llp, | deloitte,,,,,,1 new street square,ec4a 3hq,london,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/deloitte-mcs-limited.gbd69lict.html | https://www.info-clipper.com/en/company/united-kingdom/deloitte-llp.gbd6173h7.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
204 | 200,delta air lines | delta, | delta,,,,,,1001 international blvd | 1030 delta blvd,303541802 | 303541989,atlanta,united states,georgia(ga),,,https://www.info-clipper.com/en/company/united-states/delta-technology-llc.usdfp0puj.html | https://www.info-clipper.com/en/company/united-states/delta-air-lines-inc.usd44f9k.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1040 | 3894,deluxe ets italy,,,,,,,via dei cairoli 9,36100,vicenza,italy,italy,,,https://www.info-clipper.com/en/company/italy/deluxe-ets-italy-srl.itd78mks9.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
4319 | 1451,demetra,,,,,,,via efrem nobili 44,40062,molinella,italy,italy,,,https://www.info-clipper.com/en/company/italy/demetra-spa.itd73otxx.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,adeka | denka,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/denka-company-ltd/ | https://disfold.com/company/adeka-corp/,,¥306.01 billion | ¥284.99 billion,"5,378 | 6,351",mr. toshio imai | hidetaka shirozume,,,,,,,,,,,,,,,,,,,,,True
,descon engineering | descon,,engineering & construction,engineering & construction,,, | private,,,lahore,pakistan,,1977 (46 yrs old),,,,,,,,,,,,,,,,,,,,,,,,,,,True
1873 | 3796,deutsch,interpublic group of companies,,,,,,387 park ave s fl 10,100168810,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/deutsch-inc.usd18sv5q.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4644 | 2649,deutsche bank u.s financial markets,deutsche bank a g,,,,,,60 wall st lbby 1,100052858,new york,united states,new york(ny),,,https://www.info-clipper.com/en/company/united-states/deutsche-bank-us-financial-markets-holding-corp.usdd67x8v.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
,deutsche beteiligungs | deutsche bank,,,,,,,,,frankfurt am main,germany,,,,https://disfold.com/company/deutsche-bank-ag/ | https://disfold.com/company/deutsche-beteiligungs-ag/,,€23.88 billion | €470.5 million,"82,969 | 82",mr. torsten grede | mr. christian sewing,,,,,,,,,,,,,,,,,,,,,True
,deutsche telekom | deutsche post,,,,,,,,,bonn,germany,,,,https://disfold.com/company/deutsche-telekom-ag/ | https://disfold.com/company/deutsche-post-ag/,,€54.12 billion | €84.18 billion,"548,042 | 216,528",mr. timotheus hottges | dr. frank appel,,,,,,,,,,,,,,,,,,,,,True
,deutsche real estate | deutsche wohnen se,,,,,,,,,berlin,germany,,,,https://disfold.com/company/deutsche-real-estate-ag/ | https://disfold.com/company/deutsche-wohnen-se/,,€226.4 million | €10.32 billion,"43 | 1,339",mr. lars urbansky b.a. | not found,,,,,,,,,,,,,,,,,,,,,True
2421 | 4377,developmental disabilities delaware division of,,,,,,,1056 s governors ave,199046920,dover,united states,delaware(de),,,https://www.info-clipper.com/en/company/united-states/developmental-disabilities-services-delaware-division-of.usd2jbotn.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
1096 | 1105 | 3878 | 1099 | 3881 | 3887,dfds fresh logistics | dfds logistics | dfds logistics contracts,,,,,,,"nordic house felixstowe road | norfolk house south osborne way, immingham dock | hsf logistics ltd uk dfds killingholme airfield, north killingholme",dn40 3jy | dn40 2qa | dn40 2lz,immingham,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/dfds-fresh-logistics-limited.gbd3ndtkn.html | https://www.info-clipper.com/en/company/united-kingdom/dfds-logistics-limited.gbdc7do02.html | https://www.info-clipper.com/en/company/united-kingdom/dfds-logistics-contracts-limited.gbd3r3u8t.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
3884 | 1102,dfds pension,,,,,,,norfolk house south osborne way,dn40 2qa,immingham,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/dfds-pension-limited.gbd3meerz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3989 | 1198,dhl international (uk),dhl supply chain,,,,,,"unit 1 southern hub, horton road, colnbrook",sl3 0bb,slough,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/dhl-international-limited.gbd3lbneu.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
1201 | 3992,dhl supply chain,,,,,,,251 midsummer boulevard,mk9 1ea,milton keynes,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/dhl-supply-chain-limited.gbd3i7jj7.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
3247 | 1511,diamonds direct usa,,,,,,,4521 sharon rd ste 101,282113445,charlotte,united states,north carolina(nc),,,https://www.info-clipper.com/en/company/united-states/diamonds-direct-usa-inc.usdfxngar.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
2827 | 2830,diaverum uk,,,,,,,blenheim gate 22-24 upper marlborough road,al1 3al,st albans,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/diaverum-uk-limited.gbd3hs4oz.html | https://www.info-clipper.com/en/company/united-kingdom/diaverum-holding-uk-limited.gbd4u5u1b.html,,,,,,,,,,,,,,,,,,,,,,,,single address | headquarter,False
692 | 3441,diemme filtration,,,,,,,via lanfranco gessi 16,48022,lugo,italy,italy,,,https://www.info-clipper.com/en/company/italy/diemme-filtration-srl.itd5m07uz.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
4366 | 1560,digital barriers,digital barriers,,,,,,39 st vincent place,g1 2er,glasgow,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/digital-barriers-services-limited.gbd3hzp9n.html,,,,,,,,,,,,,,,,,,,,,,,, | headquarter,False
,digital arts | digital garage,,,,,,,,,tokyo,japan,,,,https://disfold.com/company/digital-arts-inc/ | https://disfold.com/company/digital-garage-inc/,,¥242.21 billion | ¥107.48 billion,898 | 295,mr. kaoru hayashi | mr. toshio dogu,,,,,,,,,,,,,,,,,,,,,True
163 | 3310,digital ledger,,,,,,,tartu mnt 43,10128,tallinn,estonia,estonia,,,https://www.info-clipper.com/en/company/estonia/digital-ledger-ou.eed8vczbw.html,,,,,,,,,,,,,,,,,,,,,,,,single address,False
,digital value | digital bros | digital magics | digital360,,,,,,,,,milan,italy,,,,https://disfold.com/company/digital-value-spa/ | https://disfold.com/company/digital360-spa/ | https://disfold.com/company/digital-bros-spa/ | https://disfold.com/company/digital-magics-spa/,,€358.0 million | €83.0 million | €38.1 million | €887.0 million,330 | 11 | 170 | 197,mr. abramo galante | mr. gabriele faggioli | mr. massimo rossi | mr. marco gabriele gay,,,,,,,,,,,,,,,,,,,,,True
1132 | 3914,dignity funerals,,,,,,,4-10 king edwards court king edwards square,b73 6ap,sutton coldfield,united kingdom,united kingdom,,,https://www.info-clipper.com/en/company/united-kingdom/dignity-funerals-limited.gbd3ltc4s.html,,,,,,,,,,,,,,,,,,,,,,,,headquarter,False
